"filename", "language", "JSON", "ArkTS", "XML", "JSON5", "comment", "blank", "total"
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\EmptyView.ets", "ArkTS", 0, 36, 0, 0, 2, 5, 43
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\ErrorView.ets", "ArkTS", 0, 33, 0, 0, 2, 5, 40
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\JobCard.ets", "ArkTS", 0, 21, 0, 0, 2, 4, 27
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\JobFeedCard.ets", "ArkTS", 0, 139, 0, 0, 6, 9, 154
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\LoadMoreFooter.ets", "ArkTS", 0, 28, 0, 0, 2, 4, 34
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ActionMenuOverlay.ets", "ArkTS", 0, 57, 0, 0, 2, 8, 67
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\AttachmentCard.ets", "ArkTS", 0, 83, 0, 0, 3, 8, 94
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\Avatar.ets", "ArkTS", 0, 42, 0, 0, 3, 6, 51
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatImageMessage.ets", "ArkTS", 0, 19, 0, 0, 1, 4, 24
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatMessageDataSource.ets", "ArkTS", 0, 47, 0, 0, 3, 13, 63
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatMessageList.ets", "ArkTS", 0, 148, 0, 0, 7, 13, 168
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatMessageUtils.ets", "ArkTS", 0, 101, 0, 0, 11, 11, 123
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatSessionItem.ets", "ArkTS", 0, 104, 0, 0, 7, 11, 122
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatSessionList.ets", "ArkTS", 0, 68, 0, 0, 2, 4, 74
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\LightboxOverlay.ets", "ArkTS", 0, 40, 0, 0, 4, 6, 50
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\MessageBubble.ets", "ArkTS", 0, 28, 0, 0, 1, 4, 33
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\MessageDateSeparator.ets", "ArkTS", 0, 24, 0, 0, 1, 6, 31
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\MessageInputBar.ets", "ArkTS", 0, 81, 0, 0, 4, 9, 94
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\MessageItem.ets", "ArkTS", 0, 102, 0, 0, 6, 13, 121
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\MessageTimeLabel.ets", "ArkTS", 0, 11, 0, 0, 1, 4, 16
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\UnreadBadge.ets", "ArkTS", 0, 25, 0, 0, 2, 5, 32
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\ChoiceChips.ets", "ArkTS", 0, 32, 0, 0, 3, 5, 40
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\FilterCheckOption.ets", "ArkTS", 0, 39, 0, 0, 2, 5, 46
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\FilterChip.ets", "ArkTS", 0, 70, 0, 0, 3, 7, 80
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\FilterChipBar.ets", "ArkTS", 0, 43, 0, 0, 2, 5, 50
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\FilterSheet.ets", "ArkTS", 0, 478, 0, 0, 27, 51, 556
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\FilterSheetHeader.ets", "ArkTS", 0, 35, 0, 0, 2, 6, 43
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\SelectorField.ets", "ArkTS", 0, 44, 0, 0, 2, 6, 52
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\SelectorOptionItem.ets", "ArkTS", 0, 33, 0, 0, 2, 5, 40
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\SelectorSheet.ets", "ArkTS", 0, 63, 0, 0, 2, 6, 71
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\entryability\EntryAbility.ets", "ArkTS", 0, 40, 0, 0, 2, 6, 48
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\ChatDetailPage.ets", "ArkTS", 0, 281, 0, 0, 29, 26, 336
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\CompanyDetailPage.ets", "ArkTS", 0, 382, 0, 0, 34, 36, 452
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\CompanyPage.ets", "ArkTS", 0, 625, 0, 0, 39, 60, 724
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\FavoritesPage.ets", "ArkTS", 0, -10, 0, 0, 0, 0, -10
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\JobDetailPage.ets", "ArkTS", 0, 333, 0, 0, 34, 29, 396
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\LoginPage.ets", "ArkTS", 0, 26, 0, 0, 10, 0, 36
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\MainPage.ets", "ArkTS", 0, 68, 0, 0, 6, 7, 81
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\PrivacyPolicyPage.ets", "ArkTS", 0, 52, 0, 0, 0, 3, 55
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\ProfileDetailPage.ets", "ArkTS", 0, 190, 0, 0, 13, 17, 220
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RealNameAuthPage.ets", "ArkTS", 0, 115, 0, 0, 11, 18, 144
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterApplicationsPage.ets", "ArkTS", 0, 56, 0, 0, 0, 3, 59
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterEnterprisePage.ets", "ArkTS", 0, 299, 0, 0, 2, 16, 317
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterHomePage.ets", "ArkTS", 0, 2, 0, 0, 0, 0, 2
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterJobFormPage.ets", "ArkTS", 0, 288, 0, 0, 0, 11, 299
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterPublishJobPage.ets", "ArkTS", 0, 159, 0, 0, 0, 4, 163
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterRequestsPage.ets", "ArkTS", 0, 334, 0, 0, 1, 10, 345
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterSearchPage.ets", "ArkTS", 0, 187, 0, 0, 0, 5, 192
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RegisterPage.ets", "ArkTS", 0, 108, 0, 0, 7, 0, 115
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\ResumeDetailPage.ets", "ArkTS", 0, 39, 0, 0, 0, 3, 42
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\ResumePage.ets", "ArkTS", 0, 355, 0, 0, 7, 22, 384
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\SearchPage.ets", "ArkTS", 0, 129, 0, 0, 9, 9, 147
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\SearchResultsPage.ets", "ArkTS", 0, 248, 0, 0, 7, 15, 270
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\SettingsPage.ets", "ArkTS", 0, 37, 0, 0, 0, 1, 38
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\SubmittedPage.ets", "ArkTS", 0, 114, 0, 0, 4, 9, 127
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\UserAgreementPage.ets", "ArkTS", 0, 52, 0, 0, 0, 3, 55
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\recruiter\RecruiterChatTab.ets", "ArkTS", 0, -37, 0, 0, 4, -1, -34
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\recruiter\RecruiterHomeTab.ets", "ArkTS", 0, -514, 0, 0, 0, -52, -566
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\recruiter\RecruiterProfileTab.ets", "ArkTS", 0, 95, 0, 0, 5, 4, 104
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\ChatPage.ets", "ArkTS", 0, -37, 0, 0, 4, -1, -34
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\FilterBar.ets", "ArkTS", 0, 44, 0, 0, 4, 7, 55
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\HomePage.ets", "ArkTS", 0, -697, 0, 0, 9, -55, -743
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\JobFeedList.ets", "ArkTS", 0, 73, 0, 0, 5, 6, 84
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\JobFeedTypes.ets", "ArkTS", 0, 8, 0, 0, 0, 2, 10
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\ProfilePage.ets", "ArkTS", 0, 494, 0, 0, 14, 40, 548
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ApiClient.ets", "ArkTS", 0, 170, 0, 0, 6, 14, 190
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ApplicationService.ets", "ArkTS", 0, 61, 0, 0, 0, 7, 68
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\AuthService.ets", "ArkTS", 0, 84, 0, 0, 14, 11, 109
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ChatService.ets", "ArkTS", 0, 119, 0, 0, 11, 11, 141
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ChatTypes.ets", "ArkTS", 0, 99, 0, 0, 3, 6, 108
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ChatWebSocketService.ets", "ArkTS", 0, 195, 0, 0, 52, 32, 279
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\DataService.ets", "ArkTS", 0, 133, 0, 0, 27, 13, 173
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\EnterpriseDiscoveryService.ets", "ArkTS", 0, 46, 0, 0, 0, 6, 52
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\FavoriteService.ets", "ArkTS", 0, 80, 0, 0, 0, 8, 88
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\RecordService.ets", "ArkTS", 0, -17, 0, 0, 0, -4, -21
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\RecruiterService.ets", "ArkTS", 0, 108, 0, 0, 2, 9, 119
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\RecruiterTypes.ets", "ArkTS", 0, 8, 0, 0, 0, 0, 8
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\SearchHistoryService.ets", "ArkTS", 0, 75, 0, 0, 33, 13, 121
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ServerConfig.ets", "ArkTS", 0, 34, 0, 0, 3, 4, 41
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\TaskService.ets", "ArkTS", 0, 10, 0, 0, 7, 2, 19
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\UserService.ets", "ArkTS", 0, 75, 0, 0, 3, 7, 85
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\UserSession.ets", "ArkTS", 0, 6, 0, 0, 0, 1, 7
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\element\color.json", "JSON", 60, 0, 0, 0, 0, 1, 61
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\element\float.json", "JSON", 60, 0, 0, 0, 0, 0, 60
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\uniseek_text_white_ZH.svg", "XML", 0, 0, 1, 0, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\profile\main_pages.json", "JSON", 5, 0, 0, 0, 0, 0, 5
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\ohosTest\ets\test\List.test.ets", "ArkTS", 0, 4, 0, 0, 0, 1, 5
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\ohosTest\ets\test\chat\ChatComponents.test.ets", "ArkTS", 0, 23, 0, 0, 2, 3, 28
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\ohosTest\ets\test\chat\ChatUtils.test.ets", "ArkTS", 0, 87, 0, 0, 7, 22, 116
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\ApplicationTabPolicy.test.ets", "ArkTS", 0, 15, 0, 0, 0, 4, 19
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\AuditPolicies.test.ets", "ArkTS", 0, 69, 0, 0, 0, 12, 81
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\Foundation.test.ets", "ArkTS", 0, 30, 0, 0, 0, 7, 37
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\List.test.ets", "ArkTS", 0, 12, 0, 0, 0, 1, 13
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\RecruiterResumeFilter.test.ets", "ArkTS", 0, 39, 0, 0, 0, 4, 43
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\chat\ChatComponents.test.ets", "ArkTS", 0, 23, 0, 0, 2, 3, 28
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\chat\ChatUtils.test.ets", "ArkTS", 0, 87, 0, 0, 7, 22, 116
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\uniseek_layout_dialog.json", "JSON", 1, 0, 0, 0, 0, 0, 1
"Total", "-", 146, 8277, 1, 4, 700, 825, 9953
