"filename", "language", "JSON5", "JSON", "ArkTS", "TypeScript", "XML", "comment", "blank", "total"
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\common\AppBootstrapPolicy.ets", "ArkTS", 0, 0, 11, 0, 0, 4, 1, 16
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\common\AppStyles.ets", "ArkTS", 0, 0, 309, 0, 0, 91, 57, 457
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\common\ApplicationTabPolicy.ets", "ArkTS", 0, 0, 11, 0, 0, 0, 1, 12
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\common\BusinessPolicies.ets", "ArkTS", 0, 0, 52, 0, 0, 6, 7, 65
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\common\FormValidators.ets", "ArkTS", 0, 0, 78, 0, 0, 2, 9, 89
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\common\NavBar.ets", "ArkTS", 0, 0, 60, 0, 0, 36, 8, 104
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\common\RecruiterResumeFilter.ets", "ArkTS", 0, 0, 16, 0, 0, 0, 3, 19
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\common\Responsive.ets", "ArkTS", 0, 0, 16, 0, 0, 2, 2, 20
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\common\StandardCard.ets", "ArkTS", 0, 0, 37, 0, 0, 3, 6, 46
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\EmptyView.ets", "ArkTS", 0, 0, 36, 0, 0, 2, 5, 43
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\ErrorView.ets", "ArkTS", 0, 0, 33, 0, 0, 2, 5, 40
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\JobCard.ets", "ArkTS", 0, 0, 21, 0, 0, 2, 4, 27
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\JobFeedCard.ets", "ArkTS", 0, 0, 139, 0, 0, 6, 9, 154
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\LoadMoreFooter.ets", "ArkTS", 0, 0, 28, 0, 0, 2, 4, 34
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ActionMenuOverlay.ets", "ArkTS", 0, 0, 57, 0, 0, 2, 8, 67
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\AttachmentCard.ets", "ArkTS", 0, 0, 83, 0, 0, 3, 8, 94
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\Avatar.ets", "ArkTS", 0, 0, 42, 0, 0, 3, 6, 51
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatImageMessage.ets", "ArkTS", 0, 0, 19, 0, 0, 1, 4, 24
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatMessageDataSource.ets", "ArkTS", 0, 0, 47, 0, 0, 3, 13, 63
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatMessageList.ets", "ArkTS", 0, 0, 148, 0, 0, 7, 13, 168
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatMessageUtils.ets", "ArkTS", 0, 0, 101, 0, 0, 11, 11, 123
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatSessionItem.ets", "ArkTS", 0, 0, 104, 0, 0, 7, 11, 122
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\ChatSessionList.ets", "ArkTS", 0, 0, 68, 0, 0, 2, 4, 74
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\LightboxOverlay.ets", "ArkTS", 0, 0, 40, 0, 0, 4, 6, 50
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\MessageBubble.ets", "ArkTS", 0, 0, 28, 0, 0, 1, 4, 33
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\MessageDateSeparator.ets", "ArkTS", 0, 0, 24, 0, 0, 1, 6, 31
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\MessageInputBar.ets", "ArkTS", 0, 0, 81, 0, 0, 4, 9, 94
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\MessageItem.ets", "ArkTS", 0, 0, 102, 0, 0, 6, 13, 121
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\MessageTimeLabel.ets", "ArkTS", 0, 0, 11, 0, 0, 1, 4, 16
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\chat\UnreadBadge.ets", "ArkTS", 0, 0, 25, 0, 0, 2, 5, 32
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\ChoiceChips.ets", "ArkTS", 0, 0, 32, 0, 0, 3, 5, 40
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\FilterCheckOption.ets", "ArkTS", 0, 0, 39, 0, 0, 2, 5, 46
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\FilterChip.ets", "ArkTS", 0, 0, 70, 0, 0, 3, 7, 80
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\FilterChipBar.ets", "ArkTS", 0, 0, 43, 0, 0, 2, 5, 50
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\FilterSheet.ets", "ArkTS", 0, 0, 478, 0, 0, 27, 51, 556
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\FilterSheetHeader.ets", "ArkTS", 0, 0, 35, 0, 0, 2, 6, 43
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\SelectorField.ets", "ArkTS", 0, 0, 44, 0, 0, 2, 6, 52
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\SelectorOptionItem.ets", "ArkTS", 0, 0, 33, 0, 0, 2, 5, 40
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\components\filter\SelectorSheet.ets", "ArkTS", 0, 0, 63, 0, 0, 2, 6, 71
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\entryability\EntryAbility.ets", "ArkTS", 0, 0, 76, 0, 0, 6, 14, 96
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\entrybackupability\EntryBackupAbility.ets", "ArkTS", 0, 0, 13, 0, 0, 0, 3, 16
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\ChatDetailPage.ets", "ArkTS", 0, 0, 423, 0, 0, 29, 39, 491
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\CompanyDetailPage.ets", "ArkTS", 0, 0, 382, 0, 0, 34, 36, 452
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\CompanyPage.ets", "ArkTS", 0, 0, 625, 0, 0, 39, 60, 724
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\FavoritesPage.ets", "ArkTS", 0, 0, 115, 0, 0, 0, 8, 123
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\JobDetailPage.ets", "ArkTS", 0, 0, 570, 0, 0, 34, 47, 651
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\LoginPage.ets", "ArkTS", 0, 0, 162, 0, 0, 10, 16, 188
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\MainPage.ets", "ArkTS", 0, 0, 124, 0, 0, 6, 16, 146
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\PrivacyPolicyPage.ets", "ArkTS", 0, 0, 52, 0, 0, 0, 3, 55
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\ProfileDetailPage.ets", "ArkTS", 0, 0, 541, 0, 0, 13, 45, 599
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RealNameAuthPage.ets", "ArkTS", 0, 0, 254, 0, 0, 11, 33, 298
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterApplicationsPage.ets", "ArkTS", 0, 0, 258, 0, 0, 0, 22, 280
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterEnterprisePage.ets", "ArkTS", 0, 0, 478, 0, 0, 3, 34, 515
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterHomePage.ets", "ArkTS", 0, 0, 58, 0, 0, 0, 9, 67
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterJobFormPage.ets", "ArkTS", 0, 0, 484, 0, 0, 0, 32, 516
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterPublishJobPage.ets", "ArkTS", 0, 0, 360, 0, 0, 0, 21, 381
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterRequestsPage.ets", "ArkTS", 0, 0, 799, 0, 0, 1, 51, 851
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RecruiterSearchPage.ets", "ArkTS", 0, 0, 415, 0, 0, 0, 30, 445
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\RegisterPage.ets", "ArkTS", 0, 0, 298, 0, 0, 7, 19, 324
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\ResumeDetailPage.ets", "ArkTS", 0, 0, 220, 0, 0, 0, 20, 240
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\ResumePage.ets", "ArkTS", 0, 0, 673, 0, 0, 15, 53, 741
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\SearchPage.ets", "ArkTS", 0, 0, 357, 0, 0, 9, 34, 400
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\SearchResultsPage.ets", "ArkTS", 0, 0, 248, 0, 0, 7, 15, 270
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\SettingsPage.ets", "ArkTS", 0, 0, 86, 0, 0, 0, 6, 92
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\SubmittedPage.ets", "ArkTS", 0, 0, 271, 0, 0, 4, 20, 295
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\UserAgreementPage.ets", "ArkTS", 0, 0, 52, 0, 0, 0, 3, 55
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\recruiter\RecruiterChatTab.ets", "ArkTS", 0, 0, 76, 0, 0, 4, 10, 90
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\recruiter\RecruiterHomeTab.ets", "ArkTS", 0, 0, 200, 0, 0, 0, 12, 212
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\recruiter\RecruiterProfileTab.ets", "ArkTS", 0, 0, 256, 0, 0, 5, 17, 278
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\ChatPage.ets", "ArkTS", 0, 0, 76, 0, 0, 4, 10, 90
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\FilterBar.ets", "ArkTS", 0, 0, 44, 0, 0, 4, 7, 55
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\HomePage.ets", "ArkTS", 0, 0, 259, 0, 0, 9, 26, 294
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\JobFeedList.ets", "ArkTS", 0, 0, 73, 0, 0, 5, 6, 84
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\JobFeedTypes.ets", "ArkTS", 0, 0, 8, 0, 0, 0, 2, 10
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\pages\tab\seeker\ProfilePage.ets", "ArkTS", 0, 0, 614, 0, 0, 14, 52, 680
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ApiClient.ets", "ArkTS", 0, 0, 288, 0, 0, 6, 34, 328
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ApplicationService.ets", "ArkTS", 0, 0, 61, 0, 0, 0, 7, 68
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\AuthService.ets", "ArkTS", 0, 0, 193, 0, 0, 16, 31, 240
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ChatService.ets", "ArkTS", 0, 0, 165, 0, 0, 11, 22, 198
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ChatTypes.ets", "ArkTS", 0, 0, 181, 0, 0, 3, 11, 195
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ChatWebSocketService.ets", "ArkTS", 0, 0, 195, 0, 0, 52, 32, 279
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\DataService.ets", "ArkTS", 0, 0, 393, 0, 0, 29, 37, 459
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\EnterpriseDiscoveryService.ets", "ArkTS", 0, 0, 46, 0, 0, 0, 6, 52
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\FavoriteService.ets", "ArkTS", 0, 0, 80, 0, 0, 0, 8, 88
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\RecordService.ets", "ArkTS", 0, 0, 25, 0, 0, 0, 6, 31
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\RecruiterService.ets", "ArkTS", 0, 0, 217, 0, 0, 2, 23, 242
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\RecruiterTypes.ets", "ArkTS", 0, 0, 141, 0, 0, 0, 13, 154
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ResumeService.ets", "ArkTS", 0, 0, 62, 0, 0, 0, 10, 72
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\SearchHistoryService.ets", "ArkTS", 0, 0, 75, 0, 0, 33, 13, 121
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\ServerConfig.ets", "ArkTS", 0, 0, 34, 0, 0, 3, 4, 41
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\TaskService.ets", "ArkTS", 0, 0, 10, 0, 0, 7, 2, 19
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\UserService.ets", "ArkTS", 0, 0, 75, 0, 0, 3, 7, 85
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\ets\services\UserSession.ets", "ArkTS", 0, 0, 18, 0, 0, 0, 3, 21
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\module.json5", "JSON5", 55, 0, 0, 0, 0, 0, 0, 55
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\element\color.json", "JSON", 0, 68, 0, 0, 0, 0, 1, 69
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\element\float.json", "JSON", 0, 68, 0, 0, 0, 0, 1, 69
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\element\string.json", "JSON", 0, 16, 0, 0, 0, 0, 0, 16
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\chat.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\firm.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\home.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\layered_image.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 7
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\left_arrow.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\mine.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\pending_requests.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\post_job.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\resume.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\resume1.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\resume2.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\right_arrow.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\setting.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\star.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\uniseek_text_black.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\uniseek_text_white.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\media\uniseek_text_white_ZH.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 1
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\profile\backup_config.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 3
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\base\profile\main_pages.json", "JSON", 0, 29, 0, 0, 0, 0, 1, 30
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\main\resources\dark\element\color.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 8
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\mock\mock-config.json5", "JSON5", 2, 0, 0, 0, 0, 0, 0, 2
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\ohosTest\ets\test\Ability.test.ets", "ArkTS", 0, 0, 21, 0, 0, 13, 1, 35
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\ohosTest\ets\test\List.test.ets", "ArkTS", 0, 0, 8, 0, 0, 0, 2, 10
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\ohosTest\ets\test\chat\ChatComponents.test.ets", "ArkTS", 0, 0, 23, 0, 0, 2, 3, 28
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\ohosTest\ets\test\chat\ChatUtils.test.ets", "ArkTS", 0, 0, 87, 0, 0, 7, 22, 116
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\ohosTest\module.json5", "JSON5", 11, 0, 0, 0, 0, 0, 1, 12
